st_fip	female	hrs_allev	evol_course	phase1	senior_c	ph_senior	notest_p	ph_notest_p	idsci_trans	biocred3	certified	degr3	confident
18	1	8.0	0.0	0.7957212667680431	-2.0	-1.5914426	0.0	0.0	0.81813014	2.0	1.0	0.0	0.0
18	0	19.5	0.0	0.7957212667680431	1.0	0.7957213	1.0	0.7957213	0.68522286	2.0	1.0	2.0	1.0
18	0	26.0	1.0	0.7957212667680431	0.0	0.0	1.0	0.7957213	0.56321996	1.0	0.0	1.0	0.0
18	1	30.0	0.0	0.7957212667680431	-2.0	-1.5914426	0.0	0.0	0.96394604	1.0	1.0	1.0	1.0
18	0	8.0	1.0	0.7957212667680431	-1.0	-0.7957213	0.0	0.0	0.25563785	1.0	0.0	1.0	0.0
18	0	12.0	0.0	0.7957212667680431	0.0	0.0	0.0	0.0	0.33910823	1.0	1.0	1.0	0.0
18	0	16.0	0.0	0.7957212667680431	-1.0	-0.7957213	0.0	0.0	0.43511444	0.0	1.0	1.0	2.0
18	0	14.5	0.0	0.7957212667680431	1.0	0.7957213	0.0	0.0	0.33843482	2.0	1.0	2.0	1.0
18	0	8.0	1.0	0.7957212667680431	1.0	0.7957213	0.0	0.0	0.819177	2.0	1.0	2.0	0.0
18	0	26.0	1.0	0.7957212667680431	1.0	0.7957213	1.0	0.7957213	0.68522286	2.0	1.0	0.0	2.0
18	0	14.5	0.0	0.7957212667680431	0.0	0.0	0.0	0.0	0.96394604	1.0	0.0	1.0	1.0
18	1	17.0	1.0	0.7957212667680431	0.0	0.0	0.0	0.0	0.81813014	2.0	1.0	2.0	1.0
18	1	8.0	0.0	0.7957212667680431	1.0	0.7957213	1.0	0.7957213	0.24098648	1.0	1.0	1.0	-1.0
18	0	14.5	1.0	0.7957212667680431	-1.0	-0.7957213	1.0	0.7957213	0.3397823	2.0	1.0	0.0	0.0
18	1	22.0	0.0	0.7957212667680431	-1.0	-0.7957213	1.0	0.7957213	0.66203886	1.0	0.0	0.0	0.0
18	1	22.0	1.0	0.7957212667680431	0.0	0.0	0.0	0.0	0.96394604	1.0	0.0	0.0	1.0
18	1	17.0	0.0	0.7957212667680431	0.0	0.0	0.0	0.0	0.66109776	2.0	1.0	2.0	1.0
18	1	14.5	0.0	0.7957212667680431	-2.0	-1.5914426	0.0	0.0	0.96394604	0.0	1.0	0.0	1.0
18	1	36.0	0.0	0.7957212667680431	1.0	0.7957213	0.0	0.0	0.1834446	2.0	1.0	0.0	1.0
18	0	5.5	0.0	0.7957212667680431	1.0	0.7957213	0.0	0.0	0.54221964	2.0	1.0	2.0	0.0
18	0	9.5	0.0	0.7957212667680431	1.0	0.7957213	1.0	0.7957213	0.25505322	2.0	1.0	1.0	0.0
20	0	4.0	1.0	0.461726213499971	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	2.0	2.0
20	0	26.0	1.0	0.461726213499971	-1.0	-0.46172622	0.0	0.0	0.5100384	2.0	1.0	2.0	0.0
20	1	9.5	1.0	0.461726213499971	-1.0	-0.46172622	0.0	0.0	0.43511444	1.0	1.0	0.0	1.0
20	1	3.0	0.0	0.461726213499971	-2.0	-0.92345244	1.0	0.46172622	0.24098648	1.0	1.0	1.0	1.0
20	1	23.5	0.0	0.461726213499971	-1.0	-0.46172622	1.0	0.46172622	0.819177	1.0	1.0	1.0	1.0
20	1	5.5	0.0	0.461726213499971	1.0	0.46172622	0.0	0.0	0.819177	1.0	1.0	1.0	1.0
20	0	21.0	0.0	0.461726213499971	0.0	0.0	0.0	0.0	0.819177	2.0	0.0	2.0	2.0
20	0	3.0	0.0	0.461726213499971	0.0	0.0	0.0	0.0	0.96394604	0.0	1.0	1.0	1.0
20	0	17.0	0.0	0.461726213499971	-1.0	-0.46172622	0.0	0.0	0.56321996	1.0	1.0	0.0	0.0
20	1	18.0	0.0	0.461726213499971	0.0	0.0	1.0	0.46172622	0.113486834	2.0	1.0	1.0	0.0
21	1	26.0	1.0	-0.43064024865977696	0.0	0.0	0.0	0.0	0.68522286	2.0	1.0	1.0	1.0
21	0	9.5	1.0	-0.43064024865977696	1.0	-0.43064025	0.0	0.0	0.32220078	2.0	1.0	1.0	1.0
21	1	3.0	0.0	-0.43064024865977696	1.0	-0.43064025	0.0	0.0	0.17106636	2.0	1.0	0.0	0.0
21	0	12.0	0.0	-0.43064024865977696	-1.0	0.43064025	0.0	0.0	0.81813014	2.0	1.0	2.0	0.0
21	1	31.0	1.0	-0.43064024865977696	1.0	-0.43064025	0.0	0.0	0.96394604	2.0	1.0	1.0	1.0
21	0	23.5	1.0	-0.43064024865977696	-1.0	0.43064025	0.0	0.0	0.96394604	2.0	1.0	2.0	1.0
21	0	23.5	0.0	-0.43064024865977696	0.0	0.0	1.0	-0.43064025	0.54221964	1.0	1.0	1.0	1.0
21	1	8.0	0.0	-0.43064024865977696	1.0	-0.43064025	0.0	0.0	0.96394604	2.0	1.0	2.0	1.0
21	0	21.0	0.0	-0.43064024865977696	0.0	0.0	0.0	0.0	0.10417006	1.0	1.0	1.0	1.0
21	1	9.5	0.0	-0.43064024865977696	0.0	0.0	0.0	0.0	0.96394604	2.0	0.0	1.0	0.0
21	0	26.0	0.0	-0.43064024865977696	0.0	0.0	0.0	0.0	0.68522286	2.0	1.0	1.0	1.0
21	1	22.0	1.0	-0.43064024865977696	1.0	-0.43064025	0.0	0.0	0.4343516	2.0	1.0	1.0	1.0
21	1	26.0	0.0	-0.43064024865977696	-1.0	0.43064025	0.0	0.0	0.66203886	2.0	1.0	0.0	0.0
21	0	9.5	1.0	-0.43064024865977696	1.0	-0.43064025	0.0	0.0	0.66109776	2.0	0.0	0.0	2.0
22	1	9.5	0.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.96394604	1.0	1.0	1.0	0.0
22	1	8.0	0.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.06737973	0.0	1.0	1.0	1.0
22	0	5.5	0.0	-0.05782075814659123	1.0	-0.05782076	0.0	0.0	0.81813014	1.0	1.0	2.0	2.0
22	0	9.5	0.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.54221964	1.0	1.0	1.0	1.0
22	1	9.5	0.0	-0.05782075814659123	1.0	-0.05782076	1.0	-0.05782076	0.32285783	1.0	1.0	1.0	0.0
22	9	3.0	0.0	-0.05782075814659123	-1.0	0.05782076	0.0	0.0	0.54221964	1.0	1.0	0.0	0.0
22	1	9.5	1.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.81813014	2.0	1.0	1.0	1.0
22	1	8.0	0.0	-0.05782075814659123	-1.0	0.05782076	0.0	0.0	1.1965652E-14	2.0	1.0	0.0	1.0
22	1	18.0	0.0	-0.05782075814659123	1.0	-0.05782076	0.0	0.0	0.24098648	1.0	1.0	0.0	1.0
25	0	12.0	0.0	0.6261502594996988	1.0	0.62615025	0.0	0.0	0.54221964	2.0	1.0	2.0	2.0
25	1	12.0	0.0	0.6261502594996988	1.0	0.62615025	0.0	0.0	0.32285783	2.0	1.0	0.0	0.0
25	1	9.5	1.0	0.6261502594996988	1.0	0.62615025	0.0	0.0	0.43511444	0.0	1.0	1.0	0.0
25	0	26.0	1.0	0.6261502594996988	-1.0	-0.62615025	0.0	0.0	0.33910823	2.0	1.0	1.0	2.0
25	0	22.0	0.0	0.6261502594996988	1.0	0.62615025	0.0	0.0	0.45394748	2.0	1.0	2.0	2.0
25	0	12.0	0.0	0.6261502594996988	0.0	0.0	0.0	0.0	0.96394604	0.0	1.0	2.0	1.0
25	0	21.0	1.0	0.6261502594996988	-1.0	-0.62615025	0.0	0.0	0.24098648	1.0	1.0	0.0	0.0
25	0	26.0	1.0	0.6261502594996988	-1.0	-0.62615025	0.0	0.0	0.54221964	2.0	0.0	2.0	2.0
25	1	5.5	1.0	0.6261502594996988	-2.0	-1.2523005	0.0	0.0	0.96394604	2.0	1.0	0.0	2.0
25	0	26.0	0.0	0.6261502594996988	1.0	0.62615025	0.0	0.0	0.25563785	2.0	1.0	2.0	1.0
25	0	9.5	1.0	0.6261502594996988	-1.0	-0.62615025	0.0	0.0	0.96394604	2.0	0.0	0.0	2.0
25	0	36.0	1.0	0.6261502594996988	-2.0	-1.2523005	0.0	0.0	0.1715452	2.0	0.0	0.0	1.0
24	1	21.0	1.0	0.20281055455479263	0.0	0.0	0.0	0.0	0.54221964	2.0	1.0	0.0	0.0
24	1	22.0	0.0	0.20281055455479263	0.0	0.0	0.0	0.0	0.96394604	1.0	1.0	0.0	1.0
24	9	8.0	0.0	0.20281055455479263	-3.0	-0.60843164	0.0	0.0	0.3571391	0.0	1.0	0.0	1.0
24	0	12.0	0.0	0.20281055455479263	1.0	0.20281056	0.0	0.0	0.4343516	2.0	1.0	1.0	0.0
24	0	9.5	0.0	0.20281055455479263	1.0	0.20281056	0.0	0.0	0.6842655	2.0	0.0	2.0	1.0
24	0	4.0	0.0	0.20281055455479263	1.0	0.20281056	0.0	0.0	0.41518804	2.0	1.0	0.0	1.0
24	0	16.0	0.0	0.20281055455479263	-1.0	-0.20281056	0.0	0.0	0.03343501	2.0	1.0	2.0	1.0
24	1	9.5	1.0	0.20281055455479263	-1.0	-0.20281056	0.0	0.0	0.45394748	2.0	1.0	2.0	1.0
24	1	26.0	1.0	0.20281055455479263	-1.0	-0.20281056	0.0	0.0	0.96394604	2.0	1.0	0.0	1.0
23	0	17.0	0.0	-1.7180859147086986	-2.0	3.4361718	1.0	-1.7180859	0.68522286	2.0	1.0	0.0	0.0
23	0	21.0	0.0	-1.7180859147086986	1.0	-1.7180859	1.0	-1.7180859	0.35575762	2.0	1.0	0.0	1.0
23	1	44.0	1.0	-1.7180859147086986	1.0	-1.7180859	1.0	-1.7180859	0.54221964	1.0	1.0	0.0	1.0
23	1	8.0	0.0	-1.7180859147086986	0.0	0.0	1.0	-1.7180859	0.54221964	0.0	0.0	0.0	0.0
23	0	9.5	1.0	-1.7180859147086986	-1.0	1.7180859	1.0	-1.7180859	0.96394604	2.0	1.0	2.0	2.0
23	0	22.0	1.0	-1.7180859147086986	1.0	-1.7180859	1.0	-1.7180859	0.96394604	2.0	1.0	0.0	0.0
23	0	12.0	0.0	-1.7180859147086986	1.0	-1.7180859	1.0	-1.7180859	0.43587795	1.0	1.0	1.0	1.0
23	0	3.0	0.0	-1.7180859147086986	0.0	0.0	1.0	-1.7180859	0.54221964	1.0	1.0	2.0	0.0
23	0	22.0	0.0	-1.7180859147086986	-1.0	1.7180859	1.0	-1.7180859	0.54221964	2.0	1.0	2.0	0.0
26	0	13.0	1.0	0.1260155064756934	-3.0	-0.3780465	0.0	0.0	0.96394604	1.0	1.0	1.0	1.0
26	0	12.0	0.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.36651054	1.0	1.0	0.0	1.0
26	0	8.0	0.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.1834446	2.0	0.0	1.0	1.0
26	1	26.0	0.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.24098648	2.0	1.0	1.0	0.0
26	1	8.0	1.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.96394604	2.0	0.0	2.0	0.0
26	1	12.0	0.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.32220078	1.0	1.0	0.0	0.0
26	0	9.5	0.0	0.1260155064756934	-2.0	-0.252031	1.0	0.1260155	0.819177	2.0	0.0	1.0	0.0
26	1	5.5	0.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.6842655	2.0	1.0	0.0	1.0
26	1	22.0	1.0	0.1260155064756934	-1.0	-0.1260155	1.0	0.1260155	0.68522286	1.0	0.0	1.0	1.0
26	1	12.0	1.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.96394604	2.0	0.0	0.0	1.0
26	0	9.5	1.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.81813014	2.0	0.0	2.0	1.0
26	0	12.0	0.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.54221964	0.0	0.0	1.0	0.0
26	1	8.0	1.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.113486834	2.0	1.0	1.0	1.0
26	0	5.5	0.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.25563785	1.0	0.0	1.0	0.0
26	1	26.0	1.0	0.1260155064756934	-1.0	-0.1260155	0.0	0.0	0.96394604	2.0	0.0	2.0	2.0
26	1	12.0	0.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.43511444	1.0	1.0	1.0	0.0
26	1	8.0	1.0	0.1260155064756934	1.0	0.1260155	1.0	0.1260155	0.66109776	2.0	1.0	0.0	1.0
26	1	22.0	1.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.32220078	2.0	0.0	1.0	1.0
26	1	9.5	1.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.060246587	2.0	1.0	1.0	1.0
26	0	16.0	0.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.25446925	1.0	1.0	2.0	0.0
26	0	21.0	1.0	0.1260155064756934	-1.0	-0.1260155	0.0	0.0	0.96394604	2.0	1.0	0.0	0.0
26	1	9.5	1.0	0.1260155064756934	-1.0	-0.1260155	0.0	0.0	0.819177	2.0	1.0	1.0	1.0
26	0	16.0	1.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.24098648	2.0	0.0	1.0	0.0
26	1	12.0	0.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.96394604	1.0	1.0	0.0	1.0
26	1	5.5	1.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.56321996	2.0	1.0	2.0	0.0
26	0	4.0	0.0	0.1260155064756934	0.0	0.0	1.0	0.1260155	0.94616723	2.0	0.0	1.0	0.0
26	0	8.0	0.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.68618095	2.0	1.0	1.0	2.0
26	1	4.0	0.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.54221964	2.0	0.0	2.0	1.0
26	1	0.0	1.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.33910823	1.0	1.0	2.0	1.0
26	0	22.0	1.0	0.1260155064756934	-1.0	-0.1260155	0.0	0.0	0.54221964	2.0	1.0	2.0	1.0
26	0	8.0	1.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.96394604	2.0	1.0	0.0	1.0
26	0	4.0	1.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.68522286	2.0	1.0	2.0	0.0
26	0	9.5	1.0	0.1260155064756934	-3.0	-0.3780465	1.0	0.1260155	0.45394748	1.0	0.0	1.0	1.0
26	0	4.0	0.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.4523898	2.0	0.0	1.0	0.0
26	1	19.5	1.0	0.1260155064756934	-1.0	-0.1260155	0.0	0.0	0.54221964	2.0	1.0	0.0	0.0
26	1	12.0	0.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.32220078	2.0	1.0	1.0	0.0
26	0	5.5	1.0	0.1260155064756934	-1.0	-0.1260155	0.0	0.0	0.1715452	1.0	0.0	1.0	1.0
26	1	26.0	1.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.96394604	1.0	1.0	1.0	0.0
26	0	16.0	0.0	0.1260155064756934	1.0	0.1260155	0.0	0.0	0.43511444	2.0	0.0	2.0	1.0
27	0	19.5	1.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.96394604	2.0	0.0	2.0	0.0
27	0	17.0	0.0	-0.05782075814659123	1.0	-0.05782076	1.0	-0.05782076	0.17106636	2.0	1.0	1.0	1.0
27	0	3.0	0.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.819177	2.0	1.0	0.0	1.0
27	1	19.5	0.0	-0.05782075814659123	1.0	-0.05782076	0.0	0.0	0.54221964	2.0	0.0	0.0	1.0
27	0	21.0	0.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.5640886	2.0	0.0	0.0	1.0
27	0	22.0	1.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.96394604	1.0	0.0	0.0	2.0
27	0	5.5	0.0	-0.05782075814659123	1.0	-0.05782076	1.0	-0.05782076	0.32220078	2.0	1.0	0.0	0.0
27	1	21.0	1.0	-0.05782075814659123	1.0	-0.05782076	0.0	0.0	0.96394604	2.0	1.0	2.0	1.0
27	1	12.0	1.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	2.0	0.0
27	0	18.0	0.0	-0.05782075814659123	-1.0	0.05782076	0.0	0.0	0.5640886	2.0	1.0	0.0	1.0
27	1	9.5	1.0	-0.05782075814659123	-1.0	0.05782076	1.0	-0.05782076	0.5640886	2.0	1.0	1.0	0.0
27	1	12.0	0.0	-0.05782075814659123	0.0	0.0	1.0	-0.05782076	0.4343516	2.0	1.0	0.0	0.0
27	0	21.0	1.0	-0.05782075814659123	-1.0	0.05782076	1.0	-0.05782076	0.96394604	2.0	1.0	1.0	2.0
27	0	31.0	1.0	-0.05782075814659123	1.0	-0.05782076	0.0	0.0	0.96394604	2.0	1.0	0.0	1.0
27	1	8.0	1.0	-0.05782075814659123	-1.0	0.05782076	0.0	0.0	0.5640886	2.0	0.0	2.0	0.0
27	0	12.0	1.0	-0.05782075814659123	1.0	-0.05782076	1.0	-0.05782076	0.819177	2.0	1.0	1.0	1.0
27	0	9.5	1.0	-0.05782075814659123	-3.0	0.17346227	1.0	-0.05782076	0.96394604	0.0	1.0	0.0	1.0
27	1	22.0	1.0	-0.05782075814659123	0.0	0.0	1.0	-0.05782076	0.96394604	2.0	1.0	0.0	2.0
27	1	9.5	1.0	-0.05782075814659123	1.0	-0.05782076	0.0	0.0	0.96394604	1.0	1.0	1.0	1.0
27	0	17.0	1.0	-0.05782075814659123	1.0	-0.05782076	1.0	-0.05782076	0.33843482	2.0	1.0	2.0	1.0
27	1	9.5	0.0	-0.05782075814659123	0.0	0.0	1.0	-0.05782076	0.33843482	1.0	1.0	1.0	0.0
27	1	9.5	0.0	-0.05782075814659123	0.0	0.0	1.0	-0.05782076	1.1965652E-14	2.0	1.0	0.0	1.0
27	1	14.5	1.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	0.0	1.0
27	0	13.0	1.0	-0.05782075814659123	0.0	0.0	0.0	0.0	0.56321996	2.0	0.0	1.0	1.0
27	0	0.0	1.0	-0.05782075814659123	1.0	-0.05782076	1.0	-0.05782076	0.96394604	2.0	1.0	0.0	2.0
27	1	9.5	1.0	-0.05782075814659123	1.0	-0.05782076	0.0	0.0	0.96394604	2.0	1.0	2.0	1.0
29	1	18.0	1.0	0.9618609665239763	0.0	0.0	0.0	0.0	0.32220078	2.0	1.0	0.0	1.0
29	1	5.5	0.0	0.9618609665239763	-1.0	-0.96186095	0.0	0.0	0.4343516	2.0	1.0	1.0	0.0
29	1	4.0	1.0	0.9618609665239763	1.0	0.96186095	0.0	0.0	0.96394604	2.0	1.0	2.0	0.0
29	1	26.0	1.0	0.9618609665239763	1.0	0.96186095	1.0	0.96186095	0.819177	2.0	1.0	2.0	1.0
29	1	8.0	0.0	0.9618609665239763	0.0	0.0	0.0	0.0	0.4343516	2.0	1.0	2.0	1.0
29	1	4.0	1.0	0.9618609665239763	0.0	0.0	1.0	0.96186095	0.33910823	1.0	0.0	0.0	0.0
29	1	8.0	1.0	0.9618609665239763	-2.0	-1.9237219	0.0	0.0	0.54221964	1.0	1.0	1.0	0.0
29	1	12.0	0.0	0.9618609665239763	-1.0	-0.96186095	1.0	0.96186095	0.819177	1.0	1.0	0.0	1.0
29	0	1.5	0.0	0.9618609665239763	1.0	0.96186095	0.0	0.0	0.24098648	1.0	1.0	1.0	2.0
29	1	8.0	0.0	0.9618609665239763	0.0	0.0	1.0	0.96186095	0.15958223	0.0	1.0	0.0	-1.0
29	0	23.5	1.0	0.9618609665239763	-1.0	-0.96186095	0.0	0.0	0.54221964	2.0	1.0	1.0	2.0
29	1	14.5	0.0	0.9618609665239763	0.0	0.0	1.0	0.96186095	0.96394604	2.0	0.0	2.0	2.0
29	1	1.5	0.0	0.9618609665239763	-1.0	-0.96186095	1.0	0.96186095	0.81813014	1.0	1.0	0.0	1.0
29	0	12.0	0.0	0.9618609665239763	-1.0	-0.96186095	0.0	0.0	0.54307187	2.0	1.0	2.0	0.0
29	1	3.0	0.0	0.9618609665239763	1.0	0.96186095	1.0	0.96186095	0.4343516	2.0	1.0	1.0	0.0
29	0	23.5	1.0	0.9618609665239763	0.0	0.0	1.0	0.96186095	0.4343516	1.0	0.0	1.0	1.0
29	1	21.0	1.0	0.9618609665239763	1.0	0.96186095	0.0	0.0	0.66109776	2.0	1.0	2.0	0.0
29	1	22.0	1.0	0.9618609665239763	-1.0	-0.96186095	0.0	0.0	0.68618095	2.0	0.0	0.0	1.0
29	1	44.0	0.0	0.9618609665239763	-1.0	-0.96186095	0.0	0.0	0.819177	2.0	0.0	0.0	1.0
29	1	9.5	0.0	0.9618609665239763	0.0	0.0	1.0	0.96186095	0.4359242	2.0	1.0	2.0	0.0
28	1	5.5	0.0	-1.635873891708835	-2.0	3.2717478	0.0	0.0	0.25563785	2.0	0.0	2.0	0.0
28	9	8.0	1.0	-1.635873891708835	1.0	-1.6358739	0.0	0.0	0.96394604	2.0	0.0	2.0	1.0
28	1	0.0	0.0	-1.635873891708835	-1.0	1.6358739	0.0	0.0	0.1715452	2.0	1.0	0.0	0.0
28	1	5.5	1.0	-1.635873891708835	0.0	0.0	0.0	0.0	0.819177	2.0	1.0	1.0	1.0
28	1	8.0	0.0	-1.635873891708835	1.0	-1.6358739	0.0	0.0	0.24098648	1.0	0.0	2.0	1.0
28	0	3.0	0.0	-1.635873891708835	0.0	0.0	0.0	0.0	0.24098648	2.0	1.0	1.0	0.0
30	0	17.0	0.0	-0.22739176541493555	0.0	0.0	1.0	-0.22739176	0.32154438	1.0	1.0	0.0	-1.0
30	1	8.0	1.0	-0.22739176541493555	-1.0	0.22739176	1.0	-0.22739176	0.6383291	1.0	1.0	2.0	2.0
30	1	21.0	1.0	-0.22739176541493555	1.0	-0.22739176	0.0	0.0	0.54221964	2.0	1.0	0.0	0.0
37	1	13.0	0.0	0.7940056130118376	1.0	0.79400563	0.0	0.0	0.66109776	0.0	1.0	1.0	1.0
37	1	14.5	1.0	0.7940056130118376	0.0	0.0	0.0	0.0	0.43511444	2.0	0.0	0.0	2.0
37	1	18.0	0.0	0.7940056130118376	1.0	0.79400563	0.0	0.0	0.43511444	1.0	1.0	0.0	0.0
37	0	16.0	1.0	0.7940056130118376	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	0.0	0.0
37	1	5.5	0.0	0.7940056130118376	1.0	0.79400563	0.0	0.0	0.96394604	2.0	1.0	1.0	1.0
37	1	16.0	1.0	0.7940056130118376	1.0	0.79400563	0.0	0.0	0.96394604	2.0	1.0	2.0	2.0
37	1	5.5	0.0	0.7940056130118376	0.0	0.0	0.0	0.0	0.819177	1.0	0.0	0.0	1.0
37	1	26.0	0.0	0.7940056130118376	1.0	0.79400563	0.0	0.0	0.819177	2.0	1.0	0.0	1.0
37	0	5.5	1.0	0.7940056130118376	-1.0	-0.79400563	0.0	0.0	0.819177	1.0	1.0	0.0	2.0
37	1	9.5	1.0	0.7940056130118376	0.0	0.0	0.0	0.0	0.5899682	2.0	1.0	2.0	1.0
37	1	23.5	0.0	0.7940056130118376	-1.0	-0.79400563	0.0	0.0	0.43511444	1.0	1.0	0.0	1.0
37	1	8.0	0.0	0.7940056130118376	-2.0	-1.5880113	0.0	0.0	0.5640886	2.0	1.0	0.0	0.0
37	1	3.0	0.0	0.7940056130118376	0.0	0.0	0.0	0.0	0.56495786	2.0	1.0	2.0	2.0
37	1	14.5	1.0	0.7940056130118376	-2.0	-1.5880113	0.0	0.0	0.54221964	2.0	1.0	2.0	0.0
37	0	19.5	1.0	0.7940056130118376	1.0	0.79400563	0.0	0.0	0.81813014	1.0	1.0	0.0	1.0
37	1	8.0	1.0	0.7940056130118376	0.0	0.0	0.0	0.0	0.96394604	2.0	0.0	2.0	0.0
37	1	3.0	0.0	0.7940056130118376	0.0	0.0	0.0	0.0	0.68522286	2.0	1.0	1.0	1.0
37	1	8.0	1.0	0.7940056130118376	1.0	0.79400563	0.0	0.0	0.96394604	2.0	0.0	2.0	1.0
37	1	5.5	0.0	0.7940056130118376	0.0	0.0	0.0	0.0	0.68522286	2.0	0.0	1.0	0.0
37	1	12.0	1.0	0.7940056130118376	0.0	0.0	0.0	0.0	0.54221964	2.0	0.0	0.0	1.0
37	1	12.0	0.0	0.7940056130118376	-1.0	-0.79400563	0.0	0.0	0.96394604	2.0	1.0	0.0	0.0
37	1	8.0	1.0	0.7940056130118376	0.0	0.0	0.0	0.0	0.81813014	1.0	1.0	1.0	1.0
37	1	5.5	0.0	0.7940056130118376	-2.0	-1.5880113	0.0	0.0	0.96394604	1.0	1.0	1.0	1.0
37	1	13.0	0.0	0.7940056130118376	-1.0	-0.79400563	0.0	0.0	0.45472732	0.0	1.0	0.0	0.0
38	0	16.0	0.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.54221964	1.0	1.0	2.0	0.0
38	0	12.0	0.0	0.1260155064756934	-1.0	-0.1260155	0.0	0.0	0.25505322	1.0	1.0	0.0	0.0
38	0	17.0	1.0	0.1260155064756934	-2.0	-0.252031	0.0	0.0	0.43511444	2.0	0.0	1.0	1.0
38	0	44.0	1.0	0.1260155064756934	0.0	0.0	0.0	0.0	0.54221964	2.0	0.0	0.0	1.0
38	0	12.0	0.0	0.1260155064756934	0.0	0.0	1.0	0.1260155	0.68522286	2.0	1.0	0.0	0.0
38	0	9.5	0.0	0.1260155064756934	1.0	0.1260155	1.0	0.1260155	0.541368	2.0	1.0	2.0	0.0
31	1	9.5	0.0	0.2955865137440377	0.0	0.0	1.0	0.29558653	0.24098648	1.0	1.0	0.0	0.0
31	0	5.5	1.0	0.2955865137440377	1.0	0.29558653	1.0	0.29558653	0.54221964	2.0	1.0	2.0	1.0
31	0	22.0	0.0	0.2955865137440377	1.0	0.29558653	0.0	0.0	0.54221964	2.0	1.0	0.0	1.0
31	0	44.0	1.0	0.2955865137440377	1.0	0.29558653	1.0	0.29558653	0.96394604	2.0	1.0	2.0	2.0
31	0	12.0	0.0	0.2955865137440377	1.0	0.29558653	1.0	0.29558653	0.56321996	2.0	1.0	1.0	2.0
31	0	8.0	1.0	0.2955865137440377	0.0	0.0	0.0	0.0	0.13374013	2.0	0.0	0.0	0.0
31	1	8.0	0.0	0.2955865137440377	1.0	0.29558653	0.0	0.0	0.33910823	2.0	1.0	0.0	0.0
31	1	23.5	1.0	0.2955865137440377	1.0	0.29558653	0.0	0.0	0.68522286	2.0	1.0	2.0	0.0
31	0	4.0	1.0	0.2955865137440377	1.0	0.29558653	1.0	0.29558653	0.68522286	2.0	1.0	0.0	0.0
31	0	5.5	0.0	0.2955865137440377	0.0	0.0	1.0	0.29558653	1.1965652E-14	1.0	1.0	1.0	1.0
33	1	26.0	1.0	0.7974369205242485	0.0	0.0	1.0	0.7974369	0.68618095	2.0	1.0	2.0	1.0
33	0	22.0	0.0	0.7974369205242485	0.0	0.0	0.0	0.0	0.819177	2.0	1.0	2.0	1.0
33	0	17.0	1.0	0.7974369205242485	-2.0	-1.5948738	1.0	0.7974369	0.79277885	2.0	1.0	2.0	2.0
33	0	19.5	1.0	0.7974369205242485	-1.0	-0.7974369	0.0	0.0	0.56495786	1.0	1.0	0.0	1.0
33	0	12.0	1.0	0.7974369205242485	1.0	0.7974369	0.0	0.0	0.54221964	2.0	1.0	2.0	0.0
33	0	12.0	1.0	0.7974369205242485	1.0	0.7974369	0.0	0.0	0.33910823	1.0	0.0	0.0	1.0
33	9	26.0	1.0	0.7974369205242485	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	2.0	1.0
