st_fip	female	hrs_allev	evol_course	phase1	senior_c	ph_senior	notest_p	ph_notest_p	idsci_trans	biocred3	certified	degr3	confident
6	1	18.0	0.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.68618095	2.0	1.0	1.0	1.0
6	0	16.0	0.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.32154438	1.0	0.0	2.0	0.0
6	1	19.5	0.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.96394604	2.0	0.0	0.0	0.0
6	0	22.0	1.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.96394604	2.0	0.0	2.0	2.0
6	0	13.0	0.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.45394748	2.0	1.0	1.0	1.0
6	1	17.0	0.0	0.9635766202801819	-1.0	-0.9635766	1.0	0.9635766	0.66109776	2.0	1.0	0.0	1.0
6	1	18.0	0.0	0.9635766202801819	-1.0	-0.9635766	0.0	0.0	0.24098648	1.0	1.0	0.0	1.0
6	1	16.0	1.0	0.9635766202801819	-1.0	-0.9635766	0.0	0.0	0.68522286	2.0	1.0	0.0	1.0
6	1	8.0	1.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	0.0	0.0
6	1	14.5	1.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.54221964	2.0	0.0	0.0	0.0
6	1	13.0	0.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.33910823	2.0	1.0	0.0	1.0
6	0	23.5	0.0	0.9635766202801819	0.0	0.0	1.0	0.9635766	0.25505322	2.0	0.0	1.0	0.0
6	0	5.5	1.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.68522286	2.0	1.0	2.0	1.0
6	1	9.5	1.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.45394748	2.0	1.0	2.0	1.0
6	1	21.0	1.0	0.9635766202801819	-1.0	-0.9635766	0.0	0.0	0.43511444	2.0	1.0	2.0	1.0
6	1	17.0	1.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.81813014	2.0	1.0	0.0	1.0
6	1	18.0	1.0	0.9635766202801819	-1.0	-0.9635766	0.0	0.0	0.66109776	1.0	1.0	0.0	0.0
6	1	16.0	1.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.56321996	2.0	0.0	1.0	1.0
6	0	8.0	0.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.96394604	2.0	1.0	1.0	1.0
6	1	12.0	0.0	0.9635766202801819	-2.0	-1.9271532	0.0	0.0	0.68618095	2.0	0.0	2.0	2.0
6	0	22.0	1.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.81813014	2.0	1.0	2.0	2.0
6	0	21.0	1.0	0.9635766202801819	-1.0	-0.9635766	0.0	0.0	0.54221964	2.0	1.0	1.0	1.0
6	0	12.0	1.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.54221964	0.0	1.0	0.0	0.0
6	1	26.0	1.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.819177	2.0	1.0	1.0	1.0
6	1	19.5	0.0	0.9635766202801819	-1.0	-0.9635766	0.0	0.0	0.96394604	2.0	1.0	0.0	1.0
6	1	9.5	0.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.24041885	2.0	1.0	1.0	1.0
6	0	5.5	0.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.41593388	2.0	1.0	1.0	0.0
6	0	26.0	1.0	0.9635766202801819	-1.0	-0.9635766	0.0	0.0	0.4166804	2.0	0.0	2.0	0.0
6	0	12.0	1.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.54221964	2.0	1.0	0.0	2.0
6	1	13.0	1.0	0.9635766202801819	-1.0	-0.9635766	0.0	0.0	0.35644802	2.0	1.0	2.0	1.0
6	1	12.0	0.0	0.9635766202801819	-1.0	-0.9635766	0.0	0.0	0.6842655	1.0	1.0	1.0	0.0
6	1	16.0	0.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.96394604	2.0	0.0	1.0	1.0
6	1	9.5	1.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.33910823	1.0	1.0	0.0	1.0
6	1	9.5	0.0	0.9635766202801819	0.0	0.0	0.0	0.0	0.96394604	1.0	0.0	1.0	0.0
6	0	12.0	0.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.96394604	1.0	1.0	1.0	0.0
6	1	8.0	1.0	0.9635766202801819	1.0	0.9635766	0.0	0.0	0.819177	2.0	0.0	1.0	0.0
8	1	19.5	1.0	-0.07181600184838344	0.0	0.0	0.0	0.0	0.54221964	2.0	0.0	1.0	1.0
8	0	18.0	1.0	-0.07181600184838344	0.0	0.0	0.0	0.0	0.43511444	2.0	1.0	1.0	1.0
8	0	8.0	0.0	-0.07181600184838344	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	1.0	1.0
8	0	21.0	1.0	-0.07181600184838344	1.0	-0.071816005	0.0	0.0	0.56321996	1.0	1.0	2.0	1.0
8	0	9.5	0.0	-0.07181600184838344	0.0	0.0	0.0	0.0	0.819177	2.0	0.0	2.0	1.0
8	1	36.0	1.0	-0.07181600184838344	-1.0	0.071816005	0.0	0.0	0.4343516	1.0	0.0	2.0	0.0
8	0	12.0	1.0	-0.07181600184838344	0.0	0.0	0.0	0.0	0.33910823	1.0	1.0	1.0	0.0
8	0	40.0	1.0	-0.07181600184838344	0.0	0.0	0.0	0.0	0.68522286	2.0	1.0	1.0	2.0
8	1	14.5	1.0	-0.07181600184838344	1.0	-0.071816005	0.0	0.0	0.96394604	2.0	1.0	2.0	2.0
8	1	5.5	0.0	-0.07181600184838344	-2.0	0.14363201	0.0	0.0	0.54221964	1.0	0.0	0.0	1.0
8	0	44.0	1.0	-0.07181600184838344	1.0	-0.071816005	0.0	0.0	0.68522286	1.0	1.0	1.0	1.0
8	0	13.0	1.0	-0.07181600184838344	-1.0	0.071816005	0.0	0.0	0.45550784	1.0	1.0	0.0	0.0
8	0	21.0	1.0	-0.07181600184838344	1.0	-0.071816005	0.0	0.0	0.819177	2.0	1.0	1.0	0.0
9	1	21.0	0.0	0.7974369205242485	0.0	0.0	0.0	0.0	0.56321996	2.0	1.0	2.0	1.0
9	1	13.0	1.0	0.7974369205242485	1.0	0.7974369	0.0	0.0	0.45394748	2.0	1.0	2.0	2.0
9	0	8.0	0.0	0.7974369205242485	1.0	0.7974369	1.0	0.7974369	0.32220078	0.0	1.0	0.0	0.0
9	1	12.0	0.0	0.7974369205242485	-1.0	-0.7974369	0.0	0.0	0.54221964	1.0	0.0	0.0	0.0
9	1	12.0	0.0	0.7974369205242485	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	0.0	0.0
9	1	4.0	0.0	0.7974369205242485	-3.0	-2.3923109	0.0	0.0	0.45394748	1.0	1.0	1.0	-1.0
9	0	9.5	1.0	0.7974369205242485	1.0	0.7974369	1.0	0.7974369	0.43511444	2.0	1.0	1.0	1.0
9	1	14.5	0.0	0.7974369205242485	0.0	0.0	0.0	0.0	0.81813014	1.0	0.0	1.0	1.0
9	0	9.5	0.0	0.7974369205242485	1.0	0.7974369	0.0	0.0	0.24098648	1.0	1.0	1.0	1.0
9	0	12.0	1.0	0.7974369205242485	1.0	0.7974369	0.0	0.0	0.96394604	2.0	1.0	2.0	2.0
10	1	14.5	0.0	0.2955865137440377	0.0	0.0	0.0	0.0	0.5640886	1.0	0.0	0.0	1.0
10	1	23.5	1.0	0.2955865137440377	0.0	0.0	0.0	0.0	0.32220078	2.0	1.0	0.0	1.0
12	0	5.5	0.0	-2.4877002628672638	-1.0	2.4877002	0.0	0.0	0.24098648	2.0	0.0	2.0	0.0
12	1	13.0	0.0	-2.4877002628672638	-2.0	4.9754004	0.0	0.0	0.96394604	2.0	1.0	0.0	0.0
12	0	8.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.66109776	2.0	1.0	2.0	1.0
12	1	8.0	0.0	-2.4877002628672638	-1.0	2.4877002	0.0	0.0	0.5640886	2.0	1.0	1.0	0.0
12	1	1.5	0.0	-2.4877002628672638	-1.0	2.4877002	1.0	-2.4877002	0.24098648	0.0	1.0	1.0	0.0
12	1	4.0	1.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.96394604	2.0	0.0	0.0	2.0
12	0	9.5	1.0	-2.4877002628672638	-1.0	2.4877002	0.0	0.0	0.43511444	2.0	0.0	0.0	1.0
12	0	26.0	0.0	-2.4877002628672638	-1.0	2.4877002	1.0	-2.4877002	0.43511444	2.0	0.0	2.0	2.0
12	1	5.5	0.0	-2.4877002628672638	1.0	-2.4877002	0.0	0.0	0.68522286	1.0	0.0	2.0	0.0
12	1	5.5	0.0	-2.4877002628672638	-2.0	4.9754004	0.0	0.0	0.43511444	1.0	1.0	0.0	1.0
12	1	21.0	1.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.96394604	2.0	0.0	1.0	2.0
12	0	19.5	1.0	-2.4877002628672638	-2.0	4.9754004	0.0	0.0	0.819177	2.0	1.0	2.0	2.0
12	1	40.0	1.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.81813014	2.0	1.0	0.0	2.0
12	1	9.5	0.0	-2.4877002628672638	-2.0	4.9754004	0.0	0.0	0.54221964	1.0	1.0	0.0	1.0
12	1	5.5	0.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.819177	2.0	1.0	0.0	1.0
13	1	5.5	0.0	0.03667085479885935	0.0	0.0	0.0	0.0	0.66203886	0.0	0.0	2.0	0.0
13	1	14.5	0.0	0.03667085479885935	1.0	0.036670856	0.0	0.0	0.4343516	1.0	1.0	1.0	0.0
13	1	19.5	0.0	0.03667085479885935	-2.0	-0.07334171	0.0	0.0	0.54221964	1.0	0.0	0.0	1.0
13	1	14.5	1.0	0.03667085479885935	-1.0	-0.036670856	0.0	0.0	0.96394604	2.0	0.0	0.0	2.0
13	0	21.0	1.0	0.03667085479885935	0.0	0.0	0.0	0.0	0.54221964	1.0	0.0	1.0	2.0
13	1	22.0	1.0	0.03667085479885935	1.0	0.036670856	0.0	0.0	0.819177	2.0	1.0	1.0	2.0
13	1	8.0	1.0	0.03667085479885935	-1.0	-0.036670856	0.0	0.0	0.96394604	2.0	1.0	0.0	0.0
13	1	8.0	1.0	0.03667085479885935	1.0	0.036670856	0.0	0.0	0.96394604	2.0	1.0	0.0	1.0
13	1	8.0	0.0	0.03667085479885935	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	1.0	0.0
13	0	5.5	1.0	0.03667085479885935	0.0	0.0	0.0	0.0	0.96394604	1.0	1.0	2.0	1.0
13	0	14.5	0.0	0.03667085479885935	0.0	0.0	0.0	0.0	0.5640886	2.0	1.0	2.0	1.0
13	0	1.5	0.0	0.03667085479885935	1.0	0.036670856	0.0	0.0	0.33910823	2.0	1.0	1.0	1.0
13	1	22.0	0.0	0.03667085479885935	0.0	0.0	0.0	0.0	0.6383291	0.0	1.0	0.0	1.0
13	1	44.0	1.0	0.03667085479885935	-2.0	-0.07334171	0.0	0.0	0.96394604	1.0	1.0	0.0	2.0
13	1	13.0	1.0	0.03667085479885935	-1.0	-0.036670856	0.0	0.0	0.68618095	2.0	1.0	0.0	2.0
13	1	13.0	0.0	0.03667085479885935	1.0	0.036670856	0.0	0.0	0.96394604	2.0	1.0	1.0	1.0
13	1	21.0	1.0	0.03667085479885935	-2.0	-0.07334171	0.0	0.0	0.45394748	2.0	0.0	0.0	1.0
13	1	4.0	0.0	0.03667085479885935	0.0	0.0	0.0	0.0	0.96394604	1.0	1.0	1.0	1.0
15	0	12.0	0.0	0.7957212667680431	-2.0	-1.5914426	0.0	0.0	0.32220078	0.0	1.0	0.0	-1.0
19	0	19.5	1.0	-2.4877002628672638	-1.0	2.4877002	1.0	-2.4877002	0.060246587	1.0	1.0	1.0	1.0
19	0	12.0	0.0	-2.4877002628672638	0.0	0.0	1.0	-2.4877002	0.96394604	2.0	1.0	1.0	1.0
19	0	21.0	1.0	-2.4877002628672638	1.0	-2.4877002	0.0	0.0	0.060246587	1.0	1.0	1.0	1.0
19	1	5.5	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.4343516	2.0	1.0	2.0	0.0
19	0	5.5	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.24098648	2.0	0.0	0.0	1.0
19	1	12.0	0.0	-2.4877002628672638	-1.0	2.4877002	0.0	0.0	0.96394604	1.0	1.0	1.0	0.0
19	0	5.5	0.0	-2.4877002628672638	0.0	0.0	1.0	-2.4877002	0.96394604	2.0	1.0	0.0	1.0
19	0	1.5	1.0	-2.4877002628672638	0.0	0.0	1.0	-2.4877002	0.113486834	2.0	0.0	0.0	0.0
19	0	22.0	0.0	-2.4877002628672638	0.0	0.0	1.0	-2.4877002	0.33910823	1.0	1.0	1.0	1.0
19	0	3.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.68522286	2.0	0.0	2.0	0.0
19	0	8.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.96394604	2.0	1.0	2.0	2.0
19	0	17.0	1.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.66203886	1.0	0.0	1.0	1.0
19	1	12.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.819177	2.0	1.0	2.0	2.0
19	1	9.5	0.0	-2.4877002628672638	-1.0	2.4877002	0.0	0.0	0.96394604	2.0	1.0	1.0	0.0
19	1	1.5	0.0	-2.4877002628672638	1.0	-2.4877002	0.0	0.0	0.54221964	1.0	0.0	2.0	0.0
19	1	13.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.96394604	1.0	0.0	1.0	0.0
16	1	5.5	0.0	0.2938708599878322	-3.0	-0.8816126	0.0	0.0	0.68522286	1.0	1.0	0.0	0.0
16	1	21.0	1.0	0.2938708599878322	-2.0	-0.58774173	0.0	0.0	0.81813014	2.0	1.0	1.0	1.0
16	1	17.0	1.0	0.2938708599878322	1.0	0.29387087	1.0	0.29387087	0.68522286	2.0	1.0	0.0	1.0
16	0	26.0	1.0	0.2938708599878322	1.0	0.29387087	1.0	0.29387087	0.96394604	2.0	1.0	2.0	2.0
16	0	12.0	1.0	0.2938708599878322	-1.0	-0.29387087	0.0	0.0	0.54221964	0.0	1.0	0.0	0.0
16	0	12.0	0.0	0.2938708599878322	0.0	0.0	0.0	0.0	0.028469218	2.0	1.0	0.0	0.0
17	1	23.5	1.0	-2.4877002628672638	0.0	0.0	1.0	-2.4877002	0.96394604	1.0	1.0	1.0	1.0
17	1	4.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.96394604	2.0	1.0	2.0	0.0
17	0	44.0	0.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.24098648	1.0	1.0	0.0	1.0
17	1	26.0	1.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.819177	2.0	1.0	2.0	0.0
17	1	1.5	0.0	-2.4877002628672638	-2.0	4.9754004	0.0	0.0	0.56495786	2.0	1.0	0.0	0.0
17	1	22.0	1.0	-2.4877002628672638	1.0	-2.4877002	0.0	0.0	0.96394604	2.0	1.0	0.0	1.0
17	0	8.0	1.0	-2.4877002628672638	1.0	-2.4877002	0.0	0.0	0.819177	2.0	1.0	1.0	0.0
17	0	9.5	0.0	-2.4877002628672638	1.0	-2.4877002	0.0	0.0	0.96394604	1.0	1.0	1.0	0.0
17	1	23.5	0.0	-2.4877002628672638	-1.0	2.4877002	0.0	0.0	0.4343516	1.0	1.0	1.0	0.0
17	0	30.0	0.0	-2.4877002628672638	-1.0	2.4877002	1.0	-2.4877002	0.24098648	2.0	1.0	0.0	0.0
17	1	16.0	1.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	2.0	1.0
17	0	9.5	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.4343516	1.0	0.0	1.0	0.0
17	0	14.5	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.43511444	1.0	1.0	1.0	1.0
17	0	26.0	0.0	-2.4877002628672638	-2.0	4.9754004	1.0	-2.4877002	0.56495786	1.0	1.0	1.0	1.0
17	0	30.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.96394604	2.0	1.0	2.0	1.0
17	1	18.0	1.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	0.0	1.0
17	0	9.5	0.0	-2.4877002628672638	-2.0	4.9754004	0.0	0.0	0.41518804	0.0	1.0	0.0	-1.0
17	0	12.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.52161825	0.0	1.0	2.0	0.0
17	1	9.5	1.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.35644802	1.0	1.0	0.0	0.0
17	1	14.5	0.0	-2.4877002628672638	-2.0	4.9754004	0.0	0.0	0.68522286	2.0	1.0	0.0	0.0
17	0	4.0	0.0	-2.4877002628672638	-1.0	2.4877002	0.0	0.0	0.43511444	1.0	1.0	0.0	0.0
17	1	12.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.96394604	2.0	1.0	1.0	1.0
17	0	5.5	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.4343516	2.0	1.0	0.0	0.0
17	0	12.0	0.0	-2.4877002628672638	1.0	-2.4877002	0.0	0.0	0.24098648	1.0	0.0	1.0	1.0
17	0	18.0	1.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.54221964	2.0	1.0	2.0	0.0
17	0	12.0	0.0	-2.4877002628672638	-1.0	2.4877002	1.0	-2.4877002	0.54221964	2.0	1.0	1.0	1.0
17	0	4.0	0.0	-2.4877002628672638	0.0	0.0	1.0	-2.4877002	0.6842655	2.0	0.0	2.0	1.0
17	0	17.0	0.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.54221964	2.0	0.0	1.0	1.0
17	1	1.5	0.0	-2.4877002628672638	0.0	0.0	1.0	-2.4877002	0.113486834	2.0	1.0	0.0	0.0
17	1	3.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.96394604	2.0	1.0	2.0	0.0
17	1	5.5	1.0	-2.4877002628672638	-2.0	4.9754004	0.0	0.0	0.96394604	2.0	1.0	0.0	2.0
17	1	22.0	0.0	-2.4877002628672638	0.0	0.0	1.0	-2.4877002	0.4343516	1.0	1.0	1.0	0.0
17	0	44.0	0.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.43511444	2.0	1.0	2.0	2.0
17	1	9.5	0.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.68522286	2.0	1.0	0.0	0.0
17	1	8.0	0.0	-2.4877002628672638	-1.0	2.4877002	0.0	0.0	0.93559617	1.0	1.0	1.0	1.0
17	0	12.0	0.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.4343516	2.0	1.0	2.0	0.0
17	1	30.0	1.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.68522286	2.0	1.0	1.0	1.0
17	0	13.0	1.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	2.0	1.0
17	0	12.0	1.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.24098648	2.0	0.0	2.0	1.0
17	0	8.0	0.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.22676745	0.0	1.0	1.0	1.0
17	1	12.0	0.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.819177	1.0	1.0	1.0	1.0
17	0	16.0	1.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.68618095	2.0	1.0	2.0	1.0
17	0	0.0	1.0	-2.4877002628672638	-2.0	4.9754004	1.0	-2.4877002	0.028469218	2.0	1.0	2.0	1.0
17	0	23.5	0.0	-2.4877002628672638	1.0	-2.4877002	0.0	0.0	0.96394604	2.0	1.0	1.0	2.0
17	1	4.0	1.0	-2.4877002628672638	1.0	-2.4877002	0.0	0.0	0.96394604	2.0	1.0	0.0	1.0
17	0	12.0	1.0	-2.4877002628672638	-1.0	2.4877002	0.0	0.0	0.54221964	2.0	1.0	2.0	1.0
17	1	26.0	1.0	-2.4877002628672638	0.0	0.0	0.0	0.0	0.96394604	2.0	1.0	2.0	1.0
17	1	16.0	0.0	-2.4877002628672638	1.0	-2.4877002	1.0	-2.4877002	0.96394604	1.0	1.0	2.0	1.0
17	0	12.0	1.0	-2.4877002628672638	1.0	-2.4877002	0.0	0.0	0.81813014	2.0	1.0	2.0	1.0
18	1	21.0	1.0	0.7957212667680431	-1.0	-0.7957213	0.0	0.0	0.96394604	2.0	1.0	1.0	1.0
18	0	5.5	0.0	0.7957212667680431	1.0	0.7957213	1.0	0.7957213	0.17106636	0.0	1.0	0.0	1.0
18	0	18.0	1.0	0.7957212667680431	1.0	0.7957213	1.0	0.7957213	0.54221964	2.0	1.0	1.0	1.0
18	0	31.0	0.0	0.7957212667680431	0.0	0.0	0.0	0.0	0.96394604	0.0	1.0	1.0	0.0
18	0	36.0	1.0	0.7957212667680431	1.0	0.7957213	1.0	0.7957213	0.6842655	2.0	1.0	0.0	1.0
